time,open,high,low,close,Volume,K,D
-451305000,44.799999,44.799999,44.799999,44.799999,2580000,100,99.89190957968178
-451218600,44.990002,44.990002,44.990002,44.990002,2570000,99.99999999999999,99.99999999999999
-451132200,44.75,44.75,44.75,44.75,2890000,89.5506493538645,96.5168831179548
-451045800,45.09,45.09,45.09,45.09,2540000,83.33786303881864,90.96283746422769
-450786600,45.16,45.16,45.16,45.16,2390000,77.93927351018893,83.609261967624
-450700200,45.130001,45.130001,45.130001,45.130001,2090000,80.25172655379139,80.50962103426629
-450613800,45.389999,45.389999,45.389999,45.389999,2460000,81.50052233182542,79.89717413193522
-450527400,45.389999,45.389999,45.389999,45.389999,2550000,80.86037566900129,80.87087485153934
-450441000,45.630001,45.630001,45.630001,45.630001,2540000,87.45507523817376,83.27199107966679
-450181800,42.610001,42.610001,42.610001,42.610001,7720000,59.08573244185225,75.80039444967574
-450095400,43.580002,43.580002,43.580002,43.580002,5500000,39.22288287348989,61.92123018450527
-450009000,44.310001,44.310001,44.310001,44.310001,3780000,19.33967441024247,39.21609657519484
-449922600,44.029999,44.029999,44.029999,44.029999,2560000,29.493171796893837,29.351909693542037
-449836200,43.669998,43.669998,43.669998,43.669998,2140000,30.032848426934123,26.28856487802345
-449577000,42.490002,42.490002,42.490002,42.490002,2720000,20.0992923442487,26.541770856025526
-449490600,42.82,42.82,42.82,42.82,2020000,14.156271874120172,21.42947088176764
-449404200,42.990002,42.990002,42.990002,42.990002,1920000,11.532580165118441,15.262714794495745
-449317800,42.700001,42.700001,42.700001,42.700001,1690000,13.391790958720767,13.02688099931977
-449231400,42.380001,42.380001,42.380001,42.380001,2150000,11.389847772135525,12.104739631991555
-448972200,41.150002,41.150002,41.150002,41.150002,3100000,6.042115277579849,10.27458466947869
-448885800,40.799999,40.799999,40.799999,40.799999,3590000,2.208533729937598,6.5468322598843
-448799400,41.52,41.52,41.52,41.52,1900000,4.675687047923255,4.3087786851468755
-448713000,41.389999,41.389999,41.389999,41.389999,1980000,14.330764685175168,7.071661821011982
-448626600,41.220001,41.220001,41.220001,41.220001,1640000,22.469698664649044,13.825383465915797
-448367400,41.349998,41.349998,41.349998,41.349998,1480000,28.025513233862636,21.60865886122892
-448281000,41.650002,41.650002,41.650002,41.650002,1550000,35.265965768951794,28.5870592224878
-448194600,42.07,42.07,42.07,42.07,1760000,55.522631318675074,39.60470344049648
-448108200,42.59,42.59,42.59,42.59,2160000,78.62446303487157,56.47102004083279
-448021800,42.59,42.59,42.59,42.59,1710000,95.06226619586381,76.40312018313679
-447762600,42.91,42.91,42.91,42.91,1820000,100,91.22890974357843
-447676200,42.630001,42.630001,42.630001,42.630001,1950000,95.8039963593253,96.95542085172967
-447589800,42.290001,42.290001,42.290001,42.290001,1660000,86.74110376832414,94.18170004254978
-447503400,42.34,42.34,42.34,42.34,1830000,78.48959247940293,87.01156420235075
-447417000,42.369999,42.369999,42.369999,42.369999,1720000,74.94974457204508,80.06014693992402
-447154200,42.34,42.34,42.34,42.34,1800000,73.097739286392,75.51235877927998
-447067800,42.279999,42.279999,42.279999,42.279999,1590000,69.03899270915798,72.36215885586499
-446981400,42.349998,42.349998,42.349998,42.349998,1610000,66.40330239178654,69.51334479577882
-446895000,43.240002,43.240002,43.240002,43.240002,2260000,77.31820026844078,70.92016512312841
-446808600,43.959999,43.959999,43.959999,43.959999,2430000,89.62845813459599,77.78332026494108
-446549400,44.150002,44.150002,44.150002,44.150002,2230000,100.00000000000001,88.98221946767889
-446376600,44.610001,44.610001,44.610001,44.610001,2580000,100.00000000000001,96.54281937819864
-446290200,44.720001,44.720001,44.720001,44.720001,2550000,100.00000000000001,99.99999999999999
-446203800,45.240002,45.240002,45.240002,45.240002,2000000,100,99.99999999999999
-445944600,46.41,46.41,46.41,46.41,2760000,100.00000000000001,99.99999999999999
-445858200,46.209999,46.209999,46.209999,46.209999,2560000,96.97519084815423,98.99173028271805
-445771800,45.91,45.91,45.91,45.91,2460000,89.50840648624182,95.49453244479866
-445685400,45.59,45.59,45.59,45.59,2310000,77.51737173290975,88.00032302243524
-445599000,45.540001,45.540001,45.540001,45.540001,2320000,67.84321599211601,78.28966473708918
-445339800,45.220001,45.220001,45.220001,45.220001,1960000,58.09506793408777,67.81855188637115
-445253400,45.66,45.66,45.66,45.66,2270000,55.92718052145938,60.62182148255436
-445167000,45.720001,45.720001,45.720001,45.720001,2550000,48.02455741061154,54.015601955386195
-444994200,45.68,45.68,45.68,45.68,2190000,38.33550263093664,47.42908018766915
-444735000,45.380001,45.380001,45.380001,45.380001,2460000,19.16109146356378,35.17371716837062
-444648600,45.560001,45.560001,45.560001,45.560001,2370000,9.538316590212665,22.34497022823766
-444562200,45.509998,45.509998,45.509998,45.509998,2900000,4.754358833672118,11.151255629149489
-444475800,45.349998,45.349998,45.349998,45.349998,2370000,4.754358833672118,6.349011419185601
-444389400,45.439999,45.439999,45.439999,45.439999,2400000,3.354675599364537,4.287797755569558
-444130200,45.700001,45.700001,45.700001,45.700001,2440000,9.385956684786516,5.831663705941025
-444043800,45.700001,45.700001,45.700001,45.700001,2540000,19.72188879344824,10.82084035919973
-443957400,45.549999,45.549999,45.549999,45.549999,2480000,22.087753258384833,17.065199578873163
-443871000,45.82,45.82,45.82,45.82,2970000,33.562372410192154,25.12400482067508
-443784600,45.889999,45.889999,45.889999,45.889999,2660000,47.92896691879118,34.52636419578939
-443525400,45.419998,45.419998,45.419998,45.419998,2510000,43.85381523166733,41.78171818688356
-443439000,45.450001,45.450001,45.450001,45.450001,2430000,26.02215557944204,39.26831257663353
-443352600,45.07,45.07,45.07,45.07,2670000,1.31962896218126,23.73186659109688
-443266200,45.060001,45.060001,45.060001,45.060001,2260000,1.319628962181259,9.553804501268187
-443179800,45.130001,45.130001,45.130001,45.130001,2310000,2.676820124236793,1.7720260161997725
-442920600,45.02,45.02,45.02,45.02,2380000,2.676820124236793,2.224423070218284
-442834200,44.950001,44.950001,44.950001,44.950001,2280000,2.676820124236793,2.676820124236795
-442747800,45.84,45.84,45.84,45.84,2540000,27.072021429289332,10.80855389258764
-442661400,45.41,45.41,45.41,45.41,2650000,39.77137258694996,23.17340471349203
-442575000,45.5,45.5,45.5,45.5,2090000,54.865519844412255,40.56963795355051
-442229400,45.220001,45.220001,45.220001,45.220001,2010000,34.125695437634405,42.92086262299887
-442143000,45.049999,45.049999,45.049999,45.049999,1990000,22.751924408409355,37.24771323015201
-442056600,45.150002,45.150002,45.150002,45.150002,2190000,12.147038935400216,23.00821959381466
-441970200,45.48,45.48,45.48,45.48,2820000,23.444949420702198,19.447970921503924
-441624600,45.16,45.16,45.16,45.16,2390000,27.34262512459223,20.978204493564878
-441538200,45,45,45,45,2290000,22.85336334013908,24.5469792951445
-441451800,44.950001,44.950001,44.950001,44.950001,2110000,5.2232558323256155,18.473081432352306
-441365400,45.139999,45.139999,45.139999,45.139999,2570000,7.43569050129076,11.837436557918481
-441106200,44.509998,44.509998,44.509998,44.509998,2700000,7.435690501290762,6.698212278302376
-441019800,44.16,44.16,44.16,44.16,2640000,7.435690501290762,7.4356905012907575
-440933400,44.380001,44.380001,44.380001,44.380001,2310000,5.34398527524174,6.738455425941083
-440847000,44.75,44.75,44.75,44.75,2330000,23.377161552908756,12.052279109813753
-440760600,44.669998,44.669998,44.669998,44.669998,2120000,39.45728834016038,22.72614505610363
-440501400,44.139999,44.139999,44.139999,44.139999,2260000,38.57060896996118,33.80168628767677
-440415000,44.470001,44.470001,44.470001,44.470001,2050000,34.78798325893943,37.60529352302033
-440328600,44.169998,44.169998,44.169998,44.169998,2110000,26.491611733427046,33.28340132077588
-440242200,43.720001,43.720001,43.720001,43.720001,2500000,22.034305828384507,27.77130027358366
-440155800,43.220001,43.220001,43.220001,43.220001,2430000,7.7837552617392545,18.7698909411836
-439896600,43.110001,43.110001,43.110001,43.110001,2720000,5.921189464667502e-15,9.93935369670792
-439810200,43.650002,43.650002,43.650002,43.650002,2160000,15.615803595119884,7.799852952286379
-439723800,43.720001,43.720001,43.720001,43.720001,1950000,33.10645174922167,16.240751781447187
-439637400,43.459999,43.459999,43.459999,43.459999,1840000,48.29720694412084,32.3398207628208
-439551000,43.349998,43.349998,43.349998,43.349998,1950000,45.50729636802055,42.30365168712102
-439291800,43.5,43.5,43.5,43.5,1830000,46.309447457484765,46.704650256542045
-439205400,43.82,43.82,43.82,43.82,1900000,60.45225914688484,50.75633432413005
-439119000,44.029999,44.029999,44.029999,44.029999,2010000,80.95969946119858,62.57380202185607
-439032600,44.220001,44.220001,44.220001,44.220001,1900000,96.00023355096592,79.13739738634978
-438946200,44.779999,44.779999,44.779999,44.779999,2110000,100,92.31997767072149
-438687000,44.810001,44.810001,44.810001,44.810001,2230000,100,98.66674451698863
-438600600,44.599998,44.599998,44.599998,44.599998,2060000,95.82884665357575,98.60961555119191
-438514200,44.16,44.16,44.16,44.16,2170000,83.80645133317954,93.2117659955851
-438427800,43.66,43.66,43.66,43.66,2080000,64.32791323925179,81.32107040866902
-438341400,43.639999,43.639999,43.639999,43.639999,1770000,43.11723411024612,63.75053289422581
-438082200,43.580002,43.580002,43.580002,43.580002,1420000,28.620873531141058,45.35534029354631
-437995800,43.419998,43.419998,43.419998,43.419998,1590000,18.517758947154466,30.085288862847207
-437909400,44.040001,44.040001,44.040001,44.040001,3000000,29.96330945039774,25.700647309564417
-437823000,43.82,43.82,43.82,43.82,1750000,35.60653409727409,28.029200831608765
-437736600,44.52,44.52,44.52,44.52,2840000,60.393417338667405,41.98775362877975
-437477400,44.450001,44.450001,44.450001,44.450001,2530000,67.77934076486314,54.59309740026821
-437391000,44.560001,44.560001,44.560001,44.560001,2240000,84.48825293791758,70.8870036804827
-437218200,44.950001,44.950001,44.950001,44.950001,2900000,89.2830223744386,80.51687202573977
-437131800,45.32,45.32,45.32,45.32,2890000,95.83338092042952,89.86821874426191
-436872600,45.27,45.27,45.27,45.27,2440000,98.84001908443707,94.65214079310174
-436786200,45.43,45.43,45.43,45.43,2540000,98.84001908443707,97.83780636310122
-436699800,45.34,45.34,45.34,45.34,3900000,96.62684311385675,98.1022937609103
-436613400,45.540001,45.540001,45.540001,45.540001,2410000,97.78682402941968,97.75122874257117
-436527000,45.810001,45.810001,45.810001,45.810001,2860000,97.78682402941968,97.40016372423203
-436267800,46.060001,46.060001,46.060001,46.060001,3090000,100,98.52454935294645
-436181400,46.040001,46.040001,46.040001,46.040001,2770000,99.39157186291281,99.05946529744415
-436095000,46.009998,46.009998,46.009998,46.009998,2380000,97.81586401641361,99.0691452931088
-436008600,46.119999,46.119999,46.119999,46.119999,2500000,97.81586401641361,98.34109996524667
-435922200,46.700001,46.700001,46.700001,46.700001,3430000,98.4242921535008,98.01867339544269
-435663000,47.130001,47.130001,47.130001,47.130001,3110000,100.00000000000001,98.74671872330481
-435576600,47.060001,47.060001,47.060001,47.060001,2790000,96.99584008068003,98.47337741139363
-435490200,47.529999,47.529999,47.529999,47.529999,3140000,96.99584008068003,97.99722672045336
-435403800,47.990002,47.990002,47.990002,47.990002,3270000,96.99584008068003,96.99584008068003
-435317400,48.139999,48.139999,48.139999,48.139999,3120000,100.00000000000001,97.99722672045336
-435058200,48.59,48.59,48.59,48.59,2570000,100.00000000000001,98.99861336022668
-434971800,48.869999,48.869999,48.869999,48.869999,2960000,100.00000000000001,100.00000000000001
-434885400,48.23,48.23,48.23,48.23,2930000,76.23302381554988,92.0776746051833
-434799000,48.720001,48.720001,48.720001,48.720001,2650000,56.64874816713271,77.62725732756088
-434712600,48.830002,48.830002,48.830002,48.830002,2980000,38.28845745217376,57.05674314495212
-434453400,48.619999,48.619999,48.619999,48.619999,2720000,36.07800457436196,43.671736731222815
-434367000,48.25,48.25,48.25,48.25,2540000,22.3289468894458,32.23180297199385
-434280600,48.509998,48.509998,48.509998,48.509998,2610000,10.920803015317787,23.109251493041853
-434194200,48.48,48.48,48.48,48.48,3480000,6.239213845844884,13.162987916869495
-433848600,48.700001,48.700001,48.700001,48.700001,3120000,12.030699162757486,9.730238674640054
-433762200,48.529999,48.529999,48.529999,48.529999,2760000,8.891762609543973,9.053891872715448
-433675800,48.799999,48.799999,48.799999,48.799999,2760000,10.73304996749649,10.551837246599318
-433589400,48.57,48.57,48.57,48.57,2950000,4.941564650583888,8.188792409208117
-433503000,48.849998,48.849998,48.849998,48.849998,2600000,8.676500106572925,8.117038241551102
-433243800,48.610001,48.610001,48.610001,48.610001,2760000,4.160897647021895,5.926320801392904
-433157400,47.93,47.93,47.93,47.93,2590000,4.160897647021895,5.6660984668722385
-433071000,48.310001,48.310001,48.310001,48.310001,2440000,5.962767752078936,4.761521015374242
-432984600,48.02,48.02,48.02,48.02,2700000,6.477885986551978,5.5338504618842705
-432898200,47.950001,47.950001,47.950001,47.950001,2450000,6.477885986551978,6.306179908394298
-432639000,47.959999,47.959999,47.959999,47.959999,2310000,0.760349260224528,4.572040411109495
-432552600,47.93,47.93,47.93,47.93,2330000,0.24523102575148728,2.4944887575093317
-432466200,47.740002,47.740002,47.740002,47.740002,2470000,0.24523102575148714,0.4169371039091681
-432379800,47.57,47.57,47.57,47.57,2210000,-3.3306690738754696e-16,0.16348735050099203
-432293400,47.759998,47.759998,47.759998,47.759998,2320000,4.5855971335940096,1.610276053115166
-432034200,47.650002,47.650002,47.650002,47.650002,2440000,6.6428782909718365,3.742825141521949
-431947800,47.259998,47.259998,47.259998,47.259998,2500000,6.6428782909718365,5.957117905179228
-431861400,47.09,47.09,47.09,47.09,2270000,2.057281157377826,5.114345913107166
-431775000,47.490002,47.490002,47.490002,47.490002,2630000,10.174698905709642,6.291619451353102
-431688600,47.990002,47.990002,47.990002,47.990002,2760000,38.22348147444307,16.818487179176845
-431433000,48.380001,48.380001,48.380001,48.380001,2730000,71.5568148077764,39.98499839597637
-431346600,48.16,48.16,48.16,48.16,2500000,88.66213163485212,66.1474759723572
-431260200,48.169998,48.169998,48.169998,48.169998,2440000,88.1176400153809,82.7788621526698
-431173800,48.34,48.34,48.34,48.34,2640000,86.17935146819404,87.65304103947568
-431087400,48.509998,48.509998,48.509998,48.509998,2860000,92.23266906874203,88.84322018410565
-430828200,48.220001,48.220001,48.220001,48.220001,2550000,89.55089336376211,89.32097130023273
-430741800,48.02,48.02,48.02,48.02,2440000,77.54427864315018,86.44261369188477
-430655400,47.939999,47.939999,47.939999,47.939999,2550000,61.45379532506518,76.18298911065915
-430569000,47.16,47.16,47.16,47.16,2850000,36.63128008078286,58.54311801633273
-430482600,47.119999,47.119999,47.119999,47.119999,2450000,17.24285001524833,38.44264180703212
-430223400,46.860001,46.860001,46.860001,46.860001,2440000,-4.736951571734001e-15,17.95804336534372
-430137000,46.369999,46.369999,46.369999,46.369999,2650000,-4.736951571734001e-15,5.747616671749433
-430050600,46.049999,46.049999,46.049999,46.049999,2080000,-4.736951571734001e-15,-1.223712489364617e-14
-429964200,46.610001,46.610001,46.610001,46.610001,1970000,10.471674345118226,3.490558115039405
-429877800,46.389999,46.389999,46.389999,46.389999,2020000,18.664233264143643,9.711969203087287
-429618600,45.990002,45.990002,45.990002,45.990002,1940000,23.045981805094296,17.39396313811872
-429532200,45.259998,45.259998,45.259998,45.259998,2290000,12.574307459976064,18.094840843071335
-429445800,45.02,45.02,45.02,45.02,2140000,4.38174854095065,13.334012602007002
-429359400,44.599998,44.599998,44.599998,44.599998,2600000,-4.144832625267251e-15,5.652018666975569
-429273000,44.619999,44.619999,44.619999,44.619999,2570000,0.42992956401825233,1.6038927016562994
-429013800,44.099998,44.099998,44.099998,44.099998,2780000,0.42992956401825233,0.28661970934549913
-428927400,45.110001,45.110001,45.110001,45.110001,2430000,28.352003938391906,9.737287688809468
-428754600,45.200001,45.200001,45.200001,45.200001,2020000,58.723435609293354,29.16845637056784
-428668200,45.580002,45.580002,45.580002,45.580002,1440000,92.05676894262668,59.71073616343731
-428409000,45.849998,45.849998,45.849998,45.849998,1500000,97.46802790158637,82.74941081783545
-428322600,45.860001,45.860001,45.860001,45.860001,1650000,100,96.50826561473768
-428236200,45.630001,45.630001,45.630001,45.630001,1460000,96.75493208018251,98.07431999392297
-428149800,45.990002,45.990002,45.990002,45.990002,1630000,96.75493208018251,97.83662138678834
-428063400,45.139999,45.139999,45.139999,45.139999,3630000,86.54176962218567,93.35054459418355
-427804200,45.709999,45.709999,45.709999,45.709999,2000000,87.76638260629902,90.35436143622239
-427717800,46.360001,46.360001,46.360001,46.360001,1900000,87.76638260629902,87.35817827826122
-427631400,46.419998,46.419998,46.419998,46.419998,1760000,97.97954506429585,91.17077009229796
-427545000,46.310001,46.310001,46.310001,46.310001,1670000,98.75024173477807,94.83205646845765
-427458600,46.369999,46.369999,46.369999,46.369999,1550000,98.14887290240885,98.29288656716092
-427199400,46.169998,46.169998,46.169998,46.169998,1440000,92.27927948884853,96.3927980420118
-427113000,46.220001,46.220001,46.220001,46.220001,1430000,88.48429103681075,92.97081447602271
-427026600,46.41,46.41,46.41,46.41,1670000,88.89011507940184,89.88456186835371
-426940200,46.73,46.73,46.73,46.73,1820000,94.75970849296216,90.71137153639158
-426853800,46.59,46.59,46.59,46.59,1630000,95.86605855667266,93.17196070967888
-426594600,46.41,46.41,46.41,46.41,1500000,87.1072539824371,92.57767367735728
-426508200,46.720001,46.720001,46.720001,46.720001,1730000,85.57502954677959,89.51611402862977
-426421800,47.07,47.07,47.07,47.07,2090000,89.51342620032881,87.39856990984849
-426335400,47.130001,47.130001,47.130001,47.130001,1900000,98.46777556434249,91.18541043715028
-426249000,46.970001,46.970001,46.970001,46.970001,1780000,91.2857157153665,93.08897249334592
-425989800,46.93,46.93,46.93,46.93,1610000,80.35457385038838,90.03602171003244
-425903400,47.32,47.32,47.32,47.32,1840000,80.35457385038838,83.99828780538107
-425730600,47.799999,47.799999,47.799999,47.799999,2240000,89.0688581350219,83.25933527859954
-425644200,48.040001,48.040001,48.040001,48.040001,2180000,100,89.80781066180343
-425385000,48.25,48.25,48.25,48.25,2180000,100,96.35628604500728
-425298600,48.540001,48.540001,48.540001,48.540001,2450000,100,100
-425212200,48.689999,48.689999,48.689999,48.689999,2520000,100,100
-425125800,48.580002,48.580002,48.580002,48.580002,2180000,96.3863739938884,98.79545799796279
-425039400,48.720001,48.720001,48.720001,48.720001,2020000,94.58340817610888,96.98992738999908
-424780200,49.139999,49.139999,49.139999,49.139999,2260000,94.58340817610888,95.18439678203538
-424693800,49.310001,49.310001,49.310001,49.310001,2520000,98.19703418222048,95.78795017814606
-424607400,49.299999,49.299999,49.299999,49.299999,2530000,99.59903292628462,97.4598250948713
-424521000,49.32,49.32,49.32,49.32,1950000,99.45251666126887,99.0828612565913
-424434600,49.349998,49.349998,49.349998,49.349998,2020000,99.45251666126887,99.50135541627411
-424175400,49.330002,49.330002,49.330002,49.330002,1970000,98.58956607310465,99.16486646521412
-424089000,49.330002,49.330002,49.330002,49.330002,2040000,96.90146819009409,98.31451697482252
-424002600,49.439999,49.439999,49.439999,49.439999,2220000,96.90146819009409,97.46416748443092
-423916200,49.48,49.48,49.48,49.48,2060000,98.16538585197368,97.32277407738725
-423829800,49.080002,49.080002,49.080002,49.080002,2240000,66.66666666666664,87.24450690291144
-423570600,49,49,49,49,2100000,33.333333333333314,66.05512861732453
-423484200,49.389999,49.389999,49.389999,49.389999,2520000,12.269485363036933,37.42316178767894
-423397800,49.619999,49.619999,49.619999,49.619999,2230000,30.596101995384128,25.39964023058477
-423311400,49.639999,49.639999,49.639999,49.639999,2530000,49.436713809318256,30.76743372257975
-423225000,49.639999,49.639999,49.639999,49.639999,2210000,56.00784026021544,45.346885354972585
-422965800,48.959999,48.959999,48.959999,48.959999,2280000,37.68122362786824,47.70859256580062
-422879400,49.16,49.16,49.16,49.16,2180000,23.357579854183257,39.015547914088955
-422793000,49.360001,49.360001,49.360001,49.360001,2480000,13.233619214966536,24.757474232339323
-422706600,49.32,49.32,49.32,49.32,2550000,20.665417011063145,19.085538693404313
-422620200,49.09,49.09,49.09,49.09,2040000,16.411162492965847,16.770066239665173
-422361000,48.580002,48.580002,48.580002,48.580002,1730000,7.694511318248439,14.923696940759141
-422274600,48,48,48,48,1790000,0.26271352215182847,8.122795777788701
-422188200,48.990002,48.990002,48.990002,48.990002,2000000,14.5510430394977,7.502755959965985
-422101800,48.880001,48.880001,48.880001,48.880001,1790000,27.670803753872082,14.161520105173869
-422015400,48.82,48.82,48.82,48.82,1720000,39.9864128167573,27.402753203375692
-421756200,48.25,48.25,48.25,48.25,1770000,30.80203901007523,32.81975186023487
-421669800,47.889999,47.889999,47.889999,47.889999,2440000,19.347633893501932,30.04536190677815
-421583400,47.419998,47.419998,47.419998,47.419998,1570000,7.032024830616713,19.060565911397955
-421497000,48,48,48,48,1590000,12.385973663303323,12.921877462473986
-421410600,47.950001,47.950001,47.950001,47.950001,1530000,20.783798443921587,13.40059897928054
-421151400,47.66,47.66,47.66,47.66,1420000,27.064643967532778,20.078138691585895
-421065000,47.57,47.57,47.57,47.57,1400000,21.662084232114015,23.17017554785613
-420978600,47.360001,47.360001,47.360001,47.360001,1530000,14.795405789261169,21.174044662969322
-420892200,46.939999,46.939999,46.939999,46.939999,2050000,8.514560265649976,14.99068342900839
-420805800,47.509998,47.509998,47.509998,47.509998,1620000,18.091748610028304,13.800571554979818
-420460200,47.889999,47.889999,47.889999,47.889999,1790000,38.298544801558485,21.634951225745592
-420373800,48.02,48.02,48.02,48.02,2130000,66.61896797933535,41.003087130307385
-420287400,48.099998,48.099998,48.099998,48.099998,1550000,83.38997939550349,62.769164058799106
-420201000,47.810001,47.810001,47.810001,47.810001,1690000,86.04744535153675,78.6854642421252
-419941800,47.560001,47.560001,47.560001,47.560001,1860000,77.9126322584804,82.45001900184022
-419855400,47.380001,47.380001,47.380001,47.380001,1920000,62.358662153458,75.43957992115838
-419769000,47.049999,47.049999,47.049999,47.049999,1930000,45.38124100617904,61.88417847270582
-419682600,46.09,46.09,46.09,46.09,2000000,25.195630921458548,44.31184469369853
-419596200,47.209999,47.209999,47.209999,47.209999,2110000,33.681785970122895,34.752885965920164
-419337000,47.099998,47.099998,47.099998,47.099998,1940000,47.587652340793966,35.4883564107918
-419250600,46.790001,46.790001,46.790001,46.790001,2200000,66.08921790871493,49.1195520732106
-419164200,46.240002,46.240002,46.240002,46.240002,2040000,52.78183379780626,55.486234682438386
-419077800,46.209999,46.209999,46.209999,46.209999,2150000,40.706631773014216,53.192561159845134
-418991400,46.580002,46.580002,46.580002,46.580002,2110000,41.20796979944773,44.898811790089404
-418732200,46.400002,46.400002,46.400002,46.400002,1840000,46.29328145694285,42.7359610098016
-418645800,45.75,45.75,45.75,45.75,2100000,43.18560513225066,43.562285462880425
-418559400,45.82,45.82,45.82,45.82,2370000,35.695416143152954,41.72476757744883
-418473000,45.599998,45.599998,45.599998,45.599998,1770000,28.264471290476717,35.71516418862678
-418386600,45.349998,45.349998,45.349998,45.349998,1720000,25.175108725572695,29.711665386400796
-418127400,44.700001,44.700001,44.700001,44.700001,2600000,13.662394120315936,22.36732471212179
-418041000,45.52,45.52,45.52,45.52,2400000,26.771250500542703,21.869584448810453
-417954600,46.279999,46.279999,46.279999,46.279999,2180000,55.38761544174222,31.940420020866963
-417868200,46.290001,46.290001,46.290001,46.290001,1600000,88.72094877507556,56.95993823912016
-417781800,46.450001,46.450001,46.450001,46.450001,1580000,100,81.36952140560594
-417522600,46.43,46.43,46.43,46.43,1450000,99.67594369979209,96.13229749162254
-417436200,46.200001,46.200001,46.200001,46.200001,1220000,95.55249198322959,98.40947856100723
-417349800,46.84,46.84,46.84,46.84,1620000,95.55249198322959,96.92697588875042
-417263400,46.810001,46.810001,46.810001,46.810001,1760000,95.4260471367326,95.51034370106395
-417177000,47,47,47,47,1330000,99.54949885329512,96.84267932441912
-416917800,46.860001,46.860001,46.860001,46.860001,1610000,97.36228553575317,97.44594384192698
-416831400,46.619999,46.619999,46.619999,46.619999,1580000,91.93860664667903,96.2834636785758
-416745000,46.259998,46.259998,46.259998,46.259998,1640000,80.91360722865295,90.07149980369506
-416658600,46.34,46.34,46.34,46.34,1640000,73.39304686820482,82.08175358117894
-416572200,46.240002,46.240002,46.240002,46.240002,1720000,60.28987005833891,71.5321747183989
-416313000,46.23,46.23,46.23,46.23,1430000,37.98153614303168,57.22148435652516
-416226600,46.119999,46.119999,46.119999,46.119999,1390000,14.355976487688432,37.542460896353035
-416140200,45.93,45.93,45.93,45.93,1640000,7.105427357601002e-15,17.445837543573397
-416053800,45.849998,45.849998,45.849998,45.849998,1580000,7.105427357601002e-15,4.7853254958961715
-415967400,46.27,46.27,46.27,46.27,1800000,17.199804610059783,5.733268203353288
-415704600,46.400002,46.400002,46.400002,46.400002,2420000,39.23631053520347,18.812038381754423
-415618200,46.369999,46.369999,46.369999,46.369999,1830000,60.13721776436012,38.85777763654113
-415531800,45.580002,45.580002,45.580002,45.580002,2280000,42.93741315430035,47.43698048462132
-415445400,46.52,46.52,46.52,46.52,1890000,52.19355097575573,51.756060631472074
-415359000,46.98,46.98,46.98,46.98,2180000,64.6259770799324,53.25231373666282
-415099800,47.599998,47.599998,47.599998,47.599998,2830000,97.95931041326575,71.59294615631796
-414927000,47.110001,47.110001,47.110001,47.110001,2650000,91.30332410214453,84.62953719844757
-414840600,46.73,46.73,46.73,46.73,1970000,76.56109464125673,88.607909718889
-414754200,46.34,46.34,46.34,46.34,1690000,56.12674994473925,74.66372289604683
-414495000,46.490002,46.490002,46.490002,46.490002,1600000,46.67887471241349,59.78890643280317
-414408600,46.27,46.27,46.27,46.27,2140000,39.99810626731995,47.6012436414909
-414322200,46.009998,46.009998,46.009998,46.009998,2290000,35.25723077895642,40.644737252896626
-414235800,45.720001,45.720001,45.720001,45.720001,2210000,24.243683374109157,33.16634014012852
-414149400,45.740002,45.740002,45.740002,45.740002,1820000,16.893748217662026,25.464887456909207
-413890200,45.290001,45.290001,45.290001,45.290001,2560000,8.7356350692097,16.6243555536603
-413803800,44.889999,44.889999,44.889999,44.889999,2240000,4.560400270904872,10.063261185925542
-413717400,44.669998,44.669998,44.669998,44.669998,2310000,1.8947806286936004e-14,4.432011780038207
-413544600,45.139999,45.139999,45.139999,45.139999,1880000,7.788700986457074,4.116367085787331
-413285400,44.869999,44.869999,44.869999,44.869999,2230000,12.91561323033369,6.901438072263594
-413199000,44.91,44.91,44.91,44.91,2130000,20.224234197269297,13.642849471353353
-413112600,44.43,44.43,44.43,44.43,2190000,14.239261733510846,15.793036387037944
-413026200,44.380001,44.380001,44.380001,44.380001,2440000,10.369627018754821,14.944374316511654
-412939800,45.080002,45.080002,45.080002,45.080002,2300000,24.630629052430866,16.41317260156551
-412680600,45.98,45.98,45.98,45.98,2570000,56.16023386306559,30.386829978083757
-412594200,45.84,45.84,45.84,45.84,2180000,85.78782523428445,55.5262293832603
-412507800,46.389999,46.389999,46.389999,46.389999,2360000,97.55153556700611,79.83319822145205
-412421400,46.810001,46.810001,46.810001,46.810001,2470000,97.55153556700611,93.63029878943223
-412335000,47.040001,47.040001,47.040001,47.040001,2400000,100,98.36769037800407
-412075800,46.799999,46.799999,46.799999,46.799999,2600000,96.57354887826826,98.04169481509145
-411989400,46.48,46.48,46.48,46.48,2210000,88.77683751114888,95.11679546313906
-411903000,46.130001,46.130001,46.130001,46.130001,2180000,76.25000044089153,87.20012894343624
-411816600,46.5,46.5,46.5,46.5,2370000,71.34265425807966,78.78983073670669
-411730200,46.540001,46.540001,46.540001,46.540001,2450000,71.25282681419488,72.94849383772203
-411471000,46.540001,46.540001,46.540001,46.540001,2500000,75.89312507344812,72.82953538190756
-411384600,46.540001,46.540001,46.540001,46.540001,2370000,76.3403835669876,74.49544515154354
